ROWID,Country,State,District,Year,Class,Schools_Surveyed,Students_Surveyed,AVG_L813,AVG_M601,AVG_SCI703,AVG_SST605,AVG_M801,AVG_SCI801,AVG_SST704
902,India,Chhattisgarh,Jashpur,"Calendar Year (Jan - Dec), 2021",8,300.0,7548.0,47.38,35.16,33.41,34.46,23.99,41.16,35.06
903,India,Chhattisgarh,Kanker,"Calendar Year (Jan - Dec), 2017",8,196.0,4172.0,49.6,33.71,33.67,47.75,27.8,39.32,34.36
904,India,Chhattisgarh,Kanker,"Calendar Year (Jan - Dec), 2021",8,272.0,5080.0,52.6,35.07,36.29,40.31,24.9,43.24,35.5
905,India,Chhattisgarh,Kabirdham,"Calendar Year (Jan - Dec), 2017",8,200.0,5364.0,56.88,33.92,41.33,52.35,30.44,46.03,37.75
906,India,Chhattisgarh,Kabirdham,"Calendar Year (Jan - Dec), 2021",8,204.0,5224.0,42.22,31.83,28.41,30.59,23.81,37.2,27.35
907,India,Chhattisgarh,Korba,"Calendar Year (Jan - Dec), 2017",8,204.0,5056.0,54.62,44.98,44.16,56.96,32.65,46.31,44.11
908,India,Chhattisgarh,Korba,"Calendar Year (Jan - Dec), 2021",8,224.0,5724.0,50.29,44.46,33.79,36.15,25.66,41.04,35.27
909,India,Chhattisgarh,Korea,"Calendar Year (Jan - Dec), 2017",8,204.0,4356.0,50.82,36.87,38.07,45.45,26.99,45.49,35.51
910,India,Chhattisgarh,Korea,"Calendar Year (Jan - Dec), 2021",8,240.0,5336.0,47.05,39.71,33.06,26.17,28.12,41.32,33.57
911,India,Chhattisgarh,Mahasamund,"Calendar Year (Jan - Dec), 2017",8,204.0,5408.0,52.5,25.18,39.38,53.11,32.18,43.47,42.71
912,India,Chhattisgarh,Mahasamund,"Calendar Year (Jan - Dec), 2021",8,220.0,5700.0,57.42,54.12,41.34,46.62,35.64,49.8,51.0
913,India,Chhattisgarh,Raigarh,"Calendar Year (Jan - Dec), 2017",8,204.0,4428.0,57.56,33.87,36.4,54.74,33.33,42.13,40.58
914,India,Chhattisgarh,Raigarh,"Calendar Year (Jan - Dec), 2021",8,248.0,5724.0,53.63,47.69,36.51,37.3,27.59,43.98,40.79
915,India,Chhattisgarh,Raipur,"Calendar Year (Jan - Dec), 2017",8,204.0,5616.0,52.49,27.07,35.57,49.79,25.18,40.92,37.92
916,India,Chhattisgarh,Raipur,"Calendar Year (Jan - Dec), 2021",8,272.0,6908.0,56.72,41.11,37.83,36.42,28.23,43.99,37.64
917,India,Chhattisgarh,Rajnandgaon,"Calendar Year (Jan - Dec), 2017",8,204.0,5252.0,54.98,40.72,39.42,50.34,34.0,46.61,37.23
918,India,Chhattisgarh,Rajnandgaon,"Calendar Year (Jan - Dec), 2021",8,232.0,6084.0,47.85,36.25,33.83,32.24,23.9,41.89,34.63
919,India,Chhattisgarh,Surguja,"Calendar Year (Jan - Dec), 2017",8,109.41399010726124,2574.446826053206,70.81,70.09,70.14,80.83,41.3,67.47,47.64
920,India,Chhattisgarh,Surguja,"Calendar Year (Jan - Dec), 2021",8,256.0,5832.0,51.77,43.43,33.95,38.62,28.25,45.07,43.9
921,India,Chhattisgarh,Bijapur,"Calendar Year (Jan - Dec), 2017",8,176.0,3720.0,47.61,37.42,40.66,51.83,29.81,46.75,31.92
922,India,Chhattisgarh,Bijapur,"Calendar Year (Jan - Dec), 2021",8,188.0,3336.0,42.56,36.24,31.83,27.33,27.18,33.99,27.24
923,India,Chhattisgarh,Narayanpur,"Calendar Year (Jan - Dec), 2017",8,196.0,4020.0,51.23,37.45,43.07,50.95,35.79,43.85,39.17
924,India,Chhattisgarh,Narayanpur,"Calendar Year (Jan - Dec), 2021",8,208.0,3752.0,45.56,33.51,35.09,38.01,23.07,42.41,34.36
925,India,Chhattisgarh,Sukma,"Calendar Year (Jan - Dec), 2017",8,164.0,3184.0,56.26,43.81,45.86,56.41,43.87,53.12,45.83
926,India,Chhattisgarh,Sukma,"Calendar Year (Jan - Dec), 2021",8,172.0,3484.0,41.52,33.81,30.03,28.73,24.82,33.64,28.74
927,India,Chhattisgarh,Kondagaon,"Calendar Year (Jan - Dec), 2017",8,204.0,4480.0,51.23,33.27,45.66,49.73,34.05,44.43,36.02
928,India,Chhattisgarh,Kondagaon,"Calendar Year (Jan - Dec), 2021",8,248.0,4244.0,44.6,37.67,32.29,30.83,23.24,40.22,26.17
929,India,Chhattisgarh,Baloda Bazar,"Calendar Year (Jan - Dec), 2017",8,204.0,5220.0,55.9,42.68,41.51,55.17,38.21,46.01,48.07
930,India,Chhattisgarh,Baloda Bazar,"Calendar Year (Jan - Dec), 2021",8,204.0,5200.0,44.27,34.67,30.86,31.13,21.87,39.23,30.31
931,India,Chhattisgarh,Gariyaband,"Calendar Year (Jan - Dec), 2017",8,204.0,4544.0,57.95,38.94,39.98,49.91,26.8,47.44,43.26
932,India,Chhattisgarh,Gariyaband,"Calendar Year (Jan - Dec), 2021",8,204.0,4452.0,46.09,34.36,32.41,31.27,23.07,33.43,31.73
933,India,Chhattisgarh,Balod,"Calendar Year (Jan - Dec), 2017",8,204.0,5348.0,59.7,31.18,40.07,53.1,33.43,44.22,39.25
934,India,Chhattisgarh,Balod,"Calendar Year (Jan - Dec), 2021",8,224.0,5328.0,53.67,39.94,35.39,38.88,23.76,43.5,34.78
935,India,Chhattisgarh,Mungeli,"Calendar Year (Jan - Dec), 2017",8,204.0,5896.0,53.34,33.11,42.67,51.22,29.41,46.69,34.34
936,India,Chhattisgarh,Mungeli,"Calendar Year (Jan - Dec), 2021",8,188.0,4848.0,42.4,39.66,30.85,31.33,24.35,36.9,32.55
937,India,Chhattisgarh,Surajpur,"Calendar Year (Jan - Dec), 2017",8,204.0,4600.0,60.35,56.14,57.97,70.52,42.07,58.43,44.31
938,India,Chhattisgarh,Surajpur,"Calendar Year (Jan - Dec), 2021",8,236.0,5508.0,54.84,52.89,41.96,45.22,30.11,47.68,42.69
939,India,Chhattisgarh,Balrampur,"Calendar Year (Jan - Dec), 2017",8,94.58600989273873,2225.553173946794,70.81,70.09,70.14,80.83,41.3,67.47,47.64
940,India,Chhattisgarh,Balrampur,"Calendar Year (Jan - Dec), 2021",8,240.0,5604.0,44.56,47.42,35.49,40.66,27.21,40.98,45.01
941,India,Chhattisgarh,Bemetara,"Calendar Year (Jan - Dec), 2017",8,204.0,5592.0,56.56,43.91,42.19,52.79,33.05,44.92,39.27
942,India,Chhattisgarh,Bemetara,"Calendar Year (Jan - Dec), 2021",8,188.0,4872.0,44.32,33.53,32.03,36.42,23.02,37.29,29.81
943,India,Chhattisgarh,Gaurella Pendra Marwahi,"Calendar Year (Jan - Dec), 2017",8,34.98084021688936,982.2071213840304,49.63,29.68,37.34,42.67,22.93,43.88,33.9
944,India,Chhattisgarh,Gaurella Pendra Marwahi,"Calendar Year (Jan - Dec), 2021",8,47.32701911696795,1198.265252135406,49.46,37.33,32.94,32.54,26.91,42.03,34.15
945,India,Madhya Pradesh,Anuppur,"Calendar Year (Jan - Dec), 2017",8,204.0,4796.0,51.48,42.21,38.81,48.46,29.9,52.36,40.7
946,India,Madhya Pradesh,Anuppur,"Calendar Year (Jan - Dec), 2021",8,224.0,4916.0,44.36,43.57,30.97,28.42,28.02,38.05,35.07
947,India,Madhya Pradesh,Ashoknagar,"Calendar Year (Jan - Dec), 2017",8,204.0,5332.0,56.96,41.46,41.23,45.31,26.39,46.28,31.79
948,India,Madhya Pradesh,Ashoknagar,"Calendar Year (Jan - Dec), 2021",8,208.0,4680.0,50.77,50.76,39.14,44.05,28.61,45.27,50.94
949,India,Madhya Pradesh,Balaghat,"Calendar Year (Jan - Dec), 2017",8,204.0,5260.0,57.79,34.17,44.03,48.9,26.59,52.49,39.73
950,India,Madhya Pradesh,Balaghat,"Calendar Year (Jan - Dec), 2021",8,244.0,5572.0,51.56,49.12,37.01,40.67,29.46,48.28,40.38
951,India,Madhya Pradesh,Barwani,"Calendar Year (Jan - Dec), 2017",8,196.0,4024.0,51.78,38.97,41.02,47.71,32.21,46.17,48.31
952,India,Madhya Pradesh,Barwani,"Calendar Year (Jan - Dec), 2021",8,232.0,5656.0,51.35,52.39,36.58,38.36,28.6,42.27,41.54
953,India,Madhya Pradesh,Betul,"Calendar Year (Jan - Dec), 2017",8,204.0,4744.0,52.1,36.01,36.4,43.0,22.0,46.52,29.67
954,India,Madhya Pradesh,Betul,"Calendar Year (Jan - Dec), 2021",8,248.0,5920.0,54.45,41.4,38.72,38.75,31.13,45.47,38.44
955,India,Madhya Pradesh,Bhind,"Calendar Year (Jan - Dec), 2017",8,204.0,4080.0,54.36,32.49,39.45,35.2,22.79,47.36,44.01
956,India,Madhya Pradesh,Bhind,"Calendar Year (Jan - Dec), 2021",8,272.0,5072.0,66.8,80.68,56.67,62.82,58.72,66.5,62.27
957,India,Madhya Pradesh,Bhopal,"Calendar Year (Jan - Dec), 2017",8,204.0,4988.0,57.84,44.55,47.8,55.81,30.08,53.18,44.3
958,India,Madhya Pradesh,Bhopal,"Calendar Year (Jan - Dec), 2021",8,272.0,6116.0,62.16,50.23,47.46,43.23,39.09,52.74,46.13
959,India,Madhya Pradesh,Burhanpur,"Calendar Year (Jan - Dec), 2017",8,204.0,5168.0,60.99,40.99,44.67,49.23,36.55,52.82,42.61
960,India,Madhya Pradesh,Burhanpur,"Calendar Year (Jan - Dec), 2021",8,224.0,5756.0,49.58,44.38,33.94,35.51,30.38,45.09,38.44
961,India,Madhya Pradesh,Chhatarpur,"Calendar Year (Jan - Dec), 2017",8,204.0,4804.0,58.29,43.7,45.6,40.8,39.93,49.48,43.07
962,India,Madhya Pradesh,Chhatarpur,"Calendar Year (Jan - Dec), 2021",8,220.0,5336.0,63.45,70.42,49.45,57.09,49.02,55.45,49.79
963,India,Madhya Pradesh,Chhindwara,"Calendar Year (Jan - Dec), 2017",8,204.0,4916.0,51.29,35.06,35.23,51.42,33.05,47.5,37.44
964,India,Madhya Pradesh,Chhindwara,"Calendar Year (Jan - Dec), 2021",8,308.0,6788.0,54.11,50.52,41.66,42.85,33.52,46.82,47.77
965,India,Madhya Pradesh,Damoh,"Calendar Year (Jan - Dec), 2017",8,204.0,4748.0,56.7,37.58,50.53,42.97,33.45,48.48,38.59
966,India,Madhya Pradesh,Damoh,"Calendar Year (Jan - Dec), 2021",8,224.0,5724.0,66.32,67.04,54.49,54.46,54.25,60.52,53.37
967,India,Madhya Pradesh,Datia,"Calendar Year (Jan - Dec), 2017",8,204.0,4652.0,53.72,29.39,41.71,44.28,22.28,44.66,35.37
968,India,Madhya Pradesh,Datia,"Calendar Year (Jan - Dec), 2021",8,204.0,4516.0,55.88,58.92,39.16,43.79,36.1,48.23,44.67
969,India,Madhya Pradesh,Dewas,"Calendar Year (Jan - Dec), 2017",8,200.0,4584.0,61.15,43.35,47.71,50.17,39.51,50.91,51.68
970,India,Madhya Pradesh,Dewas,"Calendar Year (Jan - Dec), 2021",8,220.0,5080.0,53.47,50.5,39.13,41.11,31.49,47.23,45.25
971,India,Madhya Pradesh,Dhar,"Calendar Year (Jan - Dec), 2017",8,204.0,4588.0,47.89,29.74,36.06,39.84,33.39,40.36,48.43
972,India,Madhya Pradesh,Dhar,"Calendar Year (Jan - Dec), 2021",8,224.0,5304.0,53.01,55.63,39.26,36.27,35.2,45.39,42.75
973,India,Madhya Pradesh,Dindori,"Calendar Year (Jan - Dec), 2017",8,204.0,5876.0,48.0,32.6,40.35,42.14,29.92,46.73,32.75
974,India,Madhya Pradesh,Dindori,"Calendar Year (Jan - Dec), 2021",8,216.0,5520.0,48.48,55.61,39.65,40.01,27.96,40.49,41.89
975,India,Madhya Pradesh,East Nimar,"Calendar Year (Jan - Dec), 2017",8,204.0,4924.0,54.96,28.73,39.87,48.82,22.96,52.15,44.09
976,India,Madhya Pradesh,East Nimar,"Calendar Year (Jan - Dec), 2021",8,240.0,5660.0,58.0,56.83,44.6,47.98,34.05,45.81,48.31
977,India,Madhya Pradesh,Guna,"Calendar Year (Jan - Dec), 2017",8,204.0,4520.0,56.79,41.32,43.04,46.81,26.8,45.55,42.91
978,India,Madhya Pradesh,Guna,"Calendar Year (Jan - Dec), 2021",8,224.0,4640.0,57.44,54.5,41.53,38.51,34.77,47.47,46.77
979,India,Madhya Pradesh,Gwalior,"Calendar Year (Jan - Dec), 2017",8,204.0,4712.0,53.95,29.38,34.2,40.32,23.32,41.08,30.03
980,India,Madhya Pradesh,Gwalior,"Calendar Year (Jan - Dec), 2021",8,312.0,6296.0,60.35,56.4,42.85,42.7,37.46,49.97,41.17
981,India,Madhya Pradesh,Harda,"Calendar Year (Jan - Dec), 2017",8,204.0,4596.0,50.65,26.12,37.44,38.21,22.57,45.57,45.15
982,India,Madhya Pradesh,Harda,"Calendar Year (Jan - Dec), 2021",8,208.0,5072.0,52.53,43.67,35.85,34.93,30.26,43.45,36.48
983,India,Madhya Pradesh,Hoshangabad,"Calendar Year (Jan - Dec), 2017",8,204.0,4664.0,59.73,45.34,42.04,50.09,38.23,55.63,43.69
984,India,Madhya Pradesh,Hoshangabad,"Calendar Year (Jan - Dec), 2021",8,256.0,5784.0,54.76,43.73,36.74,42.81,31.9,46.56,43.72
985,India,Madhya Pradesh,Indore,"Calendar Year (Jan - Dec), 2017",8,204.0,4568.0,57.71,37.79,46.11,51.14,27.4,51.75,34.9
986,India,Madhya Pradesh,Indore,"Calendar Year (Jan - Dec), 2021",8,284.0,6504.0,56.55,54.7,43.03,42.87,42.18,52.25,43.39
987,India,Madhya Pradesh,Jabalpur,"Calendar Year (Jan - Dec), 2017",8,204.0,4988.0,56.96,42.68,43.63,47.87,26.66,52.78,36.83
988,India,Madhya Pradesh,Jabalpur,"Calendar Year (Jan - Dec), 2021",8,324.0,8156.0,56.46,44.28,42.0,37.75,31.88,45.83,39.7
989,India,Madhya Pradesh,Jhabua,"Calendar Year (Jan - Dec), 2017",8,204.0,4424.0,44.17,36.94,33.49,42.77,31.49,41.13,37.57
990,India,Madhya Pradesh,Jhabua,"Calendar Year (Jan - Dec), 2021",8,220.0,5584.0,42.84,37.33,33.19,29.93,24.68,34.97,26.63
991,India,Madhya Pradesh,Katni,"Calendar Year (Jan - Dec), 2017",8,204.0,4320.0,48.32,32.31,35.62,43.43,27.11,43.32,33.21
992,India,Madhya Pradesh,Katni,"Calendar Year (Jan - Dec), 2021",8,232.0,5668.0,53.63,52.38,34.09,43.22,32.81,45.05,40.19
993,India,Madhya Pradesh,Khargone,"Calendar Year (Jan - Dec), 2017",8,204.0,4400.0,53.52,31.41,40.6,43.27,24.91,50.28,38.26
994,India,Madhya Pradesh,Khargone,"Calendar Year (Jan - Dec), 2021",8,216.0,4928.0,49.17,46.3,35.85,34.97,29.49,41.35,36.39
995,India,Madhya Pradesh,Mandla,"Calendar Year (Jan - Dec), 2017",8,204.0,4996.0,52.34,32.59,40.11,50.76,23.92,49.02,38.36
996,India,Madhya Pradesh,Mandla,"Calendar Year (Jan - Dec), 2021",8,224.0,5544.0,49.52,46.66,39.16,36.63,29.52,44.94,39.24
997,India,Madhya Pradesh,Mandsaur,"Calendar Year (Jan - Dec), 2017",8,204.0,4424.0,52.16,35.61,34.6,41.77,30.91,43.42,37.64
998,India,Madhya Pradesh,Mandsaur,"Calendar Year (Jan - Dec), 2021",8,248.0,5540.0,53.02,46.54,38.82,40.48,34.73,44.32,43.47
999,India,Madhya Pradesh,Morena,"Calendar Year (Jan - Dec), 2017",8,204.0,4800.0,53.91,34.0,38.39,44.5,29.83,47.38,34.67
1000,India,Madhya Pradesh,Morena,"Calendar Year (Jan - Dec), 2021",8,272.0,5828.0,56.5,59.06,41.65,39.09,39.29,46.49,42.92
1001,India,Madhya Pradesh,Narsinghpur,"Calendar Year (Jan - Dec), 2017",8,204.0,5064.0,70.2,58.51,62.48,74.25,43.96,67.51,49.14
1002,India,Madhya Pradesh,Narsinghpur,"Calendar Year (Jan - Dec), 2021",8,220.0,5504.0,58.57,64.27,44.94,51.75,45.28,54.78,57.12
1003,India,Madhya Pradesh,Neemuch,"Calendar Year (Jan - Dec), 2017",8,204.0,3868.0,57.39,39.7,45.83,40.12,31.05,48.09,42.34
1004,India,Madhya Pradesh,Neemuch,"Calendar Year (Jan - Dec), 2021",8,264.0,5840.0,52.25,39.83,35.24,31.76,33.65,45.8,40.23
1005,India,Madhya Pradesh,Panna,"Calendar Year (Jan - Dec), 2017",8,204.0,3912.0,43.91,24.17,33.88,35.69,23.09,36.69,32.33
1006,India,Madhya Pradesh,Panna,"Calendar Year (Jan - Dec), 2021",8,240.0,5376.0,60.79,70.17,50.08,52.35,43.68,53.84,47.53
1007,India,Madhya Pradesh,Raisen,"Calendar Year (Jan - Dec), 2017",8,204.0,4328.0,52.82,30.3,42.42,45.29,26.17,47.94,40.61
1008,India,Madhya Pradesh,Raisen,"Calendar Year (Jan - Dec), 2021",8,220.0,5324.0,65.47,71.93,50.53,52.71,46.0,61.15,58.46
1009,India,Madhya Pradesh,Rajgarh,"Calendar Year (Jan - Dec), 2017",8,204.0,4576.0,57.26,37.7,38.39,54.37,35.92,41.2,30.74
1010,India,Madhya Pradesh,Rajgarh,"Calendar Year (Jan - Dec), 2021",8,236.0,5304.0,53.65,55.82,39.14,37.69,33.89,45.31,34.22
1011,India,Madhya Pradesh,Ratlam,"Calendar Year (Jan - Dec), 2017",8,204.0,4736.0,54.63,35.69,39.82,49.41,29.49,45.15,37.29
1012,India,Madhya Pradesh,Ratlam,"Calendar Year (Jan - Dec), 2021",8,228.0,5280.0,50.94,39.12,36.14,37.91,27.27,42.51,33.11
1013,India,Madhya Pradesh,Rewa,"Calendar Year (Jan - Dec), 2017",8,204.0,5268.0,51.22,38.69,34.92,45.33,28.57,47.7,43.62
1014,India,Madhya Pradesh,Rewa,"Calendar Year (Jan - Dec), 2021",8,232.0,4960.0,49.7,45.69,35.61,31.86,30.88,44.87,37.27
1015,India,Madhya Pradesh,Sagar,"Calendar Year (Jan - Dec), 2017",8,204.0,5164.0,61.47,46.82,53.72,56.0,44.43,52.85,43.96
1016,India,Madhya Pradesh,Sagar,"Calendar Year (Jan - Dec), 2021",8,248.0,6348.0,57.62,53.59,46.5,49.73,38.62,52.32,45.8
1017,India,Madhya Pradesh,Satna,"Calendar Year (Jan - Dec), 2017",8,204.0,4540.0,48.95,36.62,38.95,41.15,28.03,44.86,38.24
1018,India,Madhya Pradesh,Satna,"Calendar Year (Jan - Dec), 2021",8,260.0,5696.0,52.46,48.37,37.82,38.62,33.25,48.09,41.02
1019,India,Madhya Pradesh,Sehore,"Calendar Year (Jan - Dec), 2017",8,204.0,4000.0,60.9,35.18,45.5,39.1,34.8,52.69,52.62
1020,India,Madhya Pradesh,Sehore,"Calendar Year (Jan - Dec), 2021",8,244.0,5388.0,52.96,57.75,36.24,39.06,34.17,45.27,42.77
1021,India,Madhya Pradesh,Seoni,"Calendar Year (Jan - Dec), 2017",8,204.0,4696.0,52.51,34.69,39.1,51.45,28.67,47.45,42.15
1022,India,Madhya Pradesh,Seoni,"Calendar Year (Jan - Dec), 2021",8,224.0,5380.0,47.23,37.46,34.64,34.98,26.83,41.28,35.36
1023,India,Madhya Pradesh,Shahdol,"Calendar Year (Jan - Dec), 2017",8,204.0,5260.0,55.93,33.18,43.46,54.83,31.76,49.37,38.75
1024,India,Madhya Pradesh,Shahdol,"Calendar Year (Jan - Dec), 2021",8,240.0,5860.0,53.76,68.56,41.62,39.05,38.74,48.71,43.62
1025,India,Madhya Pradesh,Shajapur,"Calendar Year (Jan - Dec), 2017",8,204.0,4536.0,58.91,40.07,45.94,48.85,28.95,45.98,35.26
1026,India,Madhya Pradesh,Shajapur,"Calendar Year (Jan - Dec), 2021",8,248.0,5456.0,50.6,51.33,35.44,31.54,32.34,40.57,36.33
1027,India,Madhya Pradesh,Sheopur,"Calendar Year (Jan - Dec), 2017",8,204.0,4672.0,51.92,30.39,36.54,35.87,25.22,42.41,28.67
1028,India,Madhya Pradesh,Sheopur,"Calendar Year (Jan - Dec), 2021",8,200.0,4748.0,60.46,60.78,38.77,55.84,45.5,51.84,57.95
1029,India,Madhya Pradesh,Shivpuri,"Calendar Year (Jan - Dec), 2017",8,204.0,5204.0,58.26,52.56,52.52,52.11,41.21,55.9,37.52
1030,India,Madhya Pradesh,Shivpuri,"Calendar Year (Jan - Dec), 2021",8,220.0,5260.0,53.06,52.87,40.53,52.45,32.43,42.89,43.27
1031,India,Madhya Pradesh,Sidhi,"Calendar Year (Jan - Dec), 2017",8,204.0,4872.0,50.42,37.61,40.92,51.89,33.76,45.38,38.56
1032,India,Madhya Pradesh,Sidhi,"Calendar Year (Jan - Dec), 2021",8,228.0,5384.0,63.84,73.56,52.86,63.15,47.59,58.0,62.96
1033,India,Madhya Pradesh,Tikamgarh,"Calendar Year (Jan - Dec), 2017",8,150.31488482243765,3816.8191342167993,61.45,39.01,46.78,54.83,33.74,53.58,40.22
1034,India,Madhya Pradesh,Tikamgarh,"Calendar Year (Jan - Dec), 2021",8,212.0,5148.0,60.41,69.79,51.49,54.05,45.32,58.77,53.77
1035,India,Madhya Pradesh,Ujjain,"Calendar Year (Jan - Dec), 2017",8,204.0,4756.0,51.25,33.11,34.98,38.94,21.21,43.09,36.36
1036,India,Madhya Pradesh,Ujjain,"Calendar Year (Jan - Dec), 2021",8,244.0,5256.0,54.06,50.26,39.65,35.55,30.29,44.53,36.08
1037,India,Madhya Pradesh,Umaria,"Calendar Year (Jan - Dec), 2017",8,204.0,4448.0,50.03,38.56,35.45,48.92,22.8,47.34,47.94
1038,India,Madhya Pradesh,Umaria,"Calendar Year (Jan - Dec), 2021",8,208.0,4812.0,47.68,43.51,36.64,40.96,26.72,43.52,37.71
1039,India,Madhya Pradesh,Vidisha,"Calendar Year (Jan - Dec), 2017",8,204.0,4176.0,46.26,31.84,36.18,34.1,31.36,39.99,37.48
1040,India,Madhya Pradesh,Vidisha,"Calendar Year (Jan - Dec), 2021",8,220.0,4696.0,56.82,55.52,42.43,50.55,35.84,48.46,44.65
1041,India,Madhya Pradesh,Singrauli,"Calendar Year (Jan - Dec), 2017",8,204.0,5632.0,45.83,32.72,37.37,44.53,20.94,43.26,36.89
1042,India,Madhya Pradesh,Singrauli,"Calendar Year (Jan - Dec), 2021",8,208.0,5412.0,49.05,56.82,35.22,41.01,33.51,44.08,46.17
1043,India,Madhya Pradesh,Alirajpur,"Calendar Year (Jan - Dec), 2017",8,200.0,4172.0,44.67,30.71,36.94,44.39,34.21,42.54,37.57
1044,India,Madhya Pradesh,Alirajpur,"Calendar Year (Jan - Dec), 2021",8,224.0,4812.0,43.35,37.03,35.06,38.24,26.58,40.59,39.0
1045,India,Madhya Pradesh,Agar Malwa,"Calendar Year (Jan - Dec), 2017",8,204.0,4188.0,57.16,28.41,44.26,38.97,29.28,48.97,32.51
1046,India,Madhya Pradesh,Agar Malwa,"Calendar Year (Jan - Dec), 2021",8,228.0,4908.0,51.13,50.57,36.7,38.72,30.77,41.94,40.98
1047,India,Madhya Pradesh,Niwari,"Calendar Year (Jan - Dec), 2017",8,53.68511517756236,1363.1808657832012,61.45,39.01,46.78,54.83,33.74,53.58,40.22
1048,India,Madhya Pradesh,Niwari,"Calendar Year (Jan - Dec), 2021",8,176.0,4416.0,59.85,68.85,48.69,51.98,49.32,50.44,61.67
1049,India,Gujarat,Ahmadabad,"Calendar Year (Jan - Dec), 2017",8,204.0,5224.0,63.34,41.32,51.61,67.84,29.47,54.72,53.74
1050,India,Gujarat,Ahmadabad,"Calendar Year (Jan - Dec), 2021",8,300.0,8188.0,59.05,50.21,43.94,34.79,39.72,51.86,38.23
1051,India,Gujarat,Amreli,"Calendar Year (Jan - Dec), 2017",8,204.0,4608.0,61.44,33.45,47.96,61.02,32.2,56.55,48.31
1052,India,Gujarat,Amreli,"Calendar Year (Jan - Dec), 2021",8,224.0,4948.0,55.3,41.15,38.88,33.32,35.25,51.9,34.34
1053,India,Gujarat,Anand,"Calendar Year (Jan - Dec), 2017",8,204.0,5436.0,63.26,34.72,51.28,60.49,39.68,57.24,59.45
1054,India,Gujarat,Anand,"Calendar Year (Jan - Dec), 2021",8,280.0,7792.0,54.11,45.47,35.62,33.03,35.59,48.01,34.38
1055,India,Gujarat,Banas Kantha,"Calendar Year (Jan - Dec), 2017",8,204.0,5576.0,67.9,52.29,61.23,68.87,31.18,64.87,69.68
1056,India,Gujarat,Banas Kantha,"Calendar Year (Jan - Dec), 2021",8,272.0,7656.0,54.81,48.61,36.64,30.1,35.98,50.26,31.47
1057,India,Gujarat,Bharuch,"Calendar Year (Jan - Dec), 2017",8,204.0,4896.0,56.86,32.62,41.52,56.37,27.1,54.28,57.42
1058,India,Gujarat,Bharuch,"Calendar Year (Jan - Dec), 2021",8,276.0,7292.0,55.88,39.67,37.1,27.47,34.31,48.52,33.7
1059,India,Gujarat,Bhavnagar,"Calendar Year (Jan - Dec), 2017",8,204.0,5092.0,72.01,44.18,61.92,73.53,30.77,68.88,62.95
1060,India,Gujarat,Bhavnagar,"Calendar Year (Jan - Dec), 2021",8,228.0,5764.0,54.47,43.65,37.23,33.21,36.15,49.96,37.05
1061,India,Gujarat,Dang,"Calendar Year (Jan - Dec), 2017",8,204.0,5216.0,64.99,48.62,58.44,67.02,25.54,61.02,62.69
1062,India,Gujarat,Dang,"Calendar Year (Jan - Dec), 2021",8,168.0,3804.0,50.47,47.54,34.54,33.25,35.13,45.49,30.57
1063,India,Gujarat,Dohad,"Calendar Year (Jan - Dec), 2017",8,204.0,5224.0,68.55,55.56,66.27,69.68,44.53,62.95,65.2
1064,India,Gujarat,Dohad,"Calendar Year (Jan - Dec), 2021",8,276.0,7456.0,55.01,56.44,40.03,33.83,40.9,51.39,43.52
1065,India,Gujarat,Gandhinagar,"Calendar Year (Jan - Dec), 2017",8,204.0,5276.0,61.31,40.12,51.9,67.85,33.74,58.03,64.3
1066,India,Gujarat,Gandhinagar,"Calendar Year (Jan - Dec), 2021",8,300.0,7644.0,60.49,48.05,41.63,36.1,42.1,53.9,38.3
1067,India,Gujarat,Jamnagar,"Calendar Year (Jan - Dec), 2017",8,204.0,4428.0,57.86,35.84,42.46,59.89,29.33,56.55,56.83
1068,India,Gujarat,Jamnagar,"Calendar Year (Jan - Dec), 2021",8,264.0,6512.0,58.46,42.39,40.63,32.89,39.85,52.08,35.12
1069,India,Gujarat,Junagadh,"Calendar Year (Jan - Dec), 2017",8,204.0,4288.0,64.22,37.5,56.63,62.97,35.29,62.22,59.01
1070,India,Gujarat,Junagadh,"Calendar Year (Jan - Dec), 2021",8,232.0,4884.0,60.05,44.09,40.44,33.15,33.05,53.94,37.56
1071,India,Gujarat,Kachchh,"Calendar Year (Jan - Dec), 2017",8,204.0,4804.0,62.71,35.78,50.62,56.79,20.85,56.25,54.4
1072,India,Gujarat,Kachchh,"Calendar Year (Jan - Dec), 2021",8,288.0,6756.0,54.05,44.18,34.44,30.74,35.12,48.32,34.78
1073,India,Gujarat,Kheda,"Calendar Year (Jan - Dec), 2017",8,204.0,5432.0,63.96,44.36,57.97,67.3,36.55,60.46,61.84
1074,India,Gujarat,Kheda,"Calendar Year (Jan - Dec), 2021",8,276.0,7376.0,55.16,53.0,39.41,32.56,39.77,49.2,42.52
1075,India,Gujarat,Mahesana,"Calendar Year (Jan - Dec), 2017",8,204.0,5376.0,67.34,44.56,50.32,70.09,36.4,60.42,67.31
1076,India,Gujarat,Mahesana,"Calendar Year (Jan - Dec), 2021",8,284.0,7816.0,59.8,52.24,43.2,34.7,36.79,54.34,36.21
1077,India,Gujarat,Narmada,"Calendar Year (Jan - Dec), 2017",8,204.0,5004.0,58.4,36.15,43.32,54.36,24.4,51.81,56.98
